-2.600000000000000000e+01,-9.139992863517461090e-04
-2.500000000000000000e+01,2.167359041904610203e-04
-2.400000000000000000e+01,1.327027910488723416e-03
-2.300000000000000000e+01,3.213848902647036703e-04
-2.200000000000000000e+01,-1.923816996986195708e-03
-2.100000000000000000e+01,-1.468364882846734951e-03
-2.000000000000000000e+01,2.362730063811155096e-03
-1.900000000000000000e+01,3.484657253580907086e-03
-1.800000000000000000e+01,-1.992580747795417041e-03
-1.700000000000000000e+01,-6.283723748531784038e-03
-1.600000000000000000e+01,6.696891271521439178e-18
-1.500000000000000000e+01,9.266944780227565764e-03
-1.400000000000000000e+01,4.343063813688491023e-03
-1.300000000000000000e+01,-1.127129498990478776e-02
-1.200000000000000000e+01,-1.140245774164547546e-02
-1.100000000000000000e+01,1.063070726003864652e-02
-1.000000000000000000e+01,2.096439447052593497e-02
-9.000000000000000000e+00,-5.258312864397567642e-03
-8.000000000000000000e+00,-3.215608488695963219e-02
-7.000000000000000000e+00,-7.544980783418436636e-03
-6.000000000000000000e+00,4.354614781492612691e-02
-5.000000000000000000e+00,3.259319796377244810e-02
-4.000000000000000000e+00,-5.341364352101619223e-02
-3.000000000000000000e+00,-8.568203268240380532e-02
-2.000000000000000000e+00,6.012213311463032728e-02
-1.000000000000000000e+00,3.111856726356504455e-01
0.000000000000000000e+00,4.375000000000000000e-01
1.000000000000000000e+00,3.111856726356504455e-01
2.000000000000000000e+00,6.012213311463032728e-02
3.000000000000000000e+00,-8.568203268240380532e-02
4.000000000000000000e+00,-5.341364352101619223e-02
5.000000000000000000e+00,3.259319796377244810e-02
6.000000000000000000e+00,4.354614781492612691e-02
7.000000000000000000e+00,-7.544980783418436636e-03
8.000000000000000000e+00,-3.215608488695963219e-02
9.000000000000000000e+00,-5.258312864397567642e-03
1.000000000000000000e+01,2.096439447052593497e-02
1.100000000000000000e+01,1.063070726003864652e-02
1.200000000000000000e+01,-1.140245774164547546e-02
1.300000000000000000e+01,-1.127129498990478776e-02
1.400000000000000000e+01,4.343063813688491023e-03
1.500000000000000000e+01,9.266944780227565764e-03
1.600000000000000000e+01,6.696891271521439178e-18
1.700000000000000000e+01,-6.283723748531784038e-03
1.800000000000000000e+01,-1.992580747795417041e-03
1.900000000000000000e+01,3.484657253580907086e-03
2.000000000000000000e+01,2.362730063811155096e-03
2.100000000000000000e+01,-1.468364882846734951e-03
2.200000000000000000e+01,-1.923816996986195708e-03
2.300000000000000000e+01,3.213848902647036703e-04
2.400000000000000000e+01,1.327027910488723416e-03
2.500000000000000000e+01,2.167359041904610203e-04
2.600000000000000000e+01,-9.139992863517461090e-04
